vin,car_make,car_year,car_color
5UXZV8C53DL986299,Lincoln,1985,Yellow
1FMJK1H54DE746151,Suzuki,2006,Puce
5FPYK1F50EB036356,Cadillac,1995,Orange
KMHGC4DEXBU853760,BMW,2011,Fuscia
WVWAP7AN2EE351344,Pontiac,2005,Purple
1C4RDHDG5DC432332,Infiniti,2007,Fuscia
1C4RJEAG3DC753054,Subaru,1987,Green
JH4KB16607C122997,Volkswagen,2001,Aquamarine
JTDKN3DP4C3938346,Panoz,2006,Turquoise
JA32U2FU3DU242135,Saab,1999,Violet
WA1YD54B14N096028,,,Puce
JTHBB1BA2B2883152,Audi,2008,
1G6KD57Y39U547021,,,Fuscia
1C4NJCBA7ED131873,GMC,2006,Crimson
1GD312CG3BF428297,,,Puce
2T1BU4EE5DC298923,Bentley,2006,Aquamarine
1FAHP2DW9CG307144,Acura,2005,
WBASN2C58CC297306,Volvo,2008,Red
WAUKD98P79A159346,Acura,2000,Indigo
WBAEA5C58AC730193,Lexus,2000,Red
WAULK78K99A176264,Ford,2008,Green
3VW1K7AJ4FM269653,Lexus,1998,Violet
3C63DPKL2CG718187,Dodge,1999,Turquoise
1FTSW2A54AE102562,Mitsubishi,2012,Maroon
1GYUCGEF3AR737490,Nissan,1998,Goldenrod
WAURV78T79A223852,Mazda,1995,Orange
3D7JV1EP4BG509353,GMC,2000,Red
1FTWW3DY2AE356834,Audi,2009,
JH4CL95934C327043,Dodge,1994,Indigo
WAUDT74F95N673411,GMC,2010,Green
3GYFNDEY2AS146633,,,
5GAKVBED8CJ151833,Mazda,2009,Violet
1FTEW1CW7AF972197,Chevrolet,1994,Orange
SCFEBBAK4EG962121,GMC,2005,Puce
WAUEH98E28A087745,Buick,1962,Goldenrod
5NMSG3AB2AH339141,GMC,2010,Red
5N1BA0NC8FN832475,Subaru,1996,Violet
WAURFAFR7CA038791,Acura,2002,Pink
5UXWX9C55DL822149,Dodge,1997,Green
1N6BF0KX8FN824709,Lincoln,1992,Green
1FMJU2A57AE308584,Austin,1964,Puce
WAUR2AFDXDN553102,Honda,1990,Turquoise
JTDKDTB32F1727438,Hummer,1994,Khaki
JM1GJ1T55F1329773,Ford,2003,Pink
5NPDH4AE8FH706074,Pontiac,2000,Puce
3D73M4HL2BG438319,Cadillac,2007,
1G4GH5G35DF379208,Aston Martin,2007,Orange
1N6AD0CW4EN397809,,,
4T1BF1FK0CU961146,Saab,1995,Mauv
WBAAV53431J816131,Mercury,1970,Yellow
1N6AA0CH9FN105664,GMC,2004,Yellow
SCBBR93W99C239046,Toyota,1998,Fuscia
WAUKH98E87A180397,Pontiac,1996,Khaki
WDCYC7DF5FX330650,Toyota,2010,Red
JN8AZ1FY4BW448582,Plymouth,1997,Puce
WAUWKAFR0AA378649,Chevrolet,1966,
TRUTC28N221953750,Mitsubishi,1995,Teal
WAUEH78E08A612130,Lexus,2006,
4T1BK3DB0CU805554,Volvo,1994,Yellow
1G6DV57V180994660,Chevrolet,2012,Fuscia
1FTWF3A56AE707836,,,Maroon
5XYKT3A69EG653061,,,Fuscia
WBA3V7C50EJ897740,Jeep,2003,Purple
WBANW13568C901124,Toyota,2009,Puce
ZFF75VFA3F0315088,Ford,1989,
1N6AF0LY0EN202185,Toyota,1992,Purple
WAULT68E32A327056,,,Red
SALAG2D40CA626650,,,Goldenrod
WA1DGAFE5FD723148,,,Mauv
JN1CY0AP8AM845144,Dodge,1997,
JTEBC3EH8B2695430,Pontiac,1969,Purple
KNADH4A37B6609951,Kia,2004,Maroon
1G4HP57227U322706,Volvo,2004,Aquamarine
5NPDH4AE2FH679793,,,Pink
JA32X2HU1BU278164,,,Purple
1G6DL5E33D0245814,,,Fuscia
WBADT43481G451536,BMW,2004,Red
1G6DC5EG4A0310622,Jeep,2005,Khaki
WBA3C1C55DF368241,Chevrolet,1998,Khaki
3GYEK63N23G783214,,,Purple
1N6AA0EC8DN978790,Chevrolet,1967,Maroon
5N1AZ2MH6FN362122,Lexus,2008,Teal
WAULD54B94N651319,Lamborghini,1996,Crimson
WBASN2C5XAC584305,,,Green
WA1GFCFS8FR153165,Nissan,1993,
JTHBB1BA8C2577624,,,Mauv
5NPDH4AE6BH741738,Chevrolet,2005,Yellow
SCFFDCCD5AG629083,Chevrolet,1993,Teal
3N1CN7AP5FL829406,Mercury,1994,
3D73Y3CL6BG957945,Mercury,1984,
1G6YV34A545799987,Cadillac,2008,Goldenrod
3GTU2YEJ7DG807919,,,Goldenrod
2C3CDYAGXDH988051,Chevrolet,1993,Purple
4F2CY0C70BK248187,Jaguar,2010,Violet
1GD01XEG7FZ522166,Cadillac,2009,
WAUHFAFLXFN499309,Chevrolet,2000,Violet
3VWML7AJ4DM440554,Ford,1995,Yellow
1B3CB3HA5BD888232,GMC,1994,
WBAHN035X6D590248,Toyota,2004,Red
JH4KC1F30EC838637,Honda,2004,Red
5J8TB1H28AA695294,Chevrolet,1992,Mauv
WDDHH8JB3FB583726,Land Rover,1996,Goldenrod
1FTEX1CM4BF289161,Nissan,2004,Crimson
4A31K2DF0CE203449,Suzuki,1988,Khaki
4T1BF3EK3BU651164,GMC,1996,Khaki
1N6AA0EJ0FN578966,Saab,1986,Turquoise
5GADV23187D040818,Infiniti,1993,Purple
WAUDH98E56A552995,Ford,1999,Violet
WBA6B4C51ED773544,Acura,2012,Orange
SCFAB22341K757959,,,Pink
WBAUC9C52CV491762,Alfa Romeo,1992,
NM0KS7DN9AT845864,Chevrolet,2004,Fuscia
WAUBNAFB6AN410621,Chevrolet,1998,
WBANN73587C518418,Chevrolet,2011,Pink
KNAFU6A20C5760564,Toyota,2010,Goldenrod
3C3CFFDR6DT641531,Volkswagen,2011,Aquamarine
SALWR2TFXFA515790,BMW,2001,Maroon
1G4GA5ER1DF907757,Mercedes-Benz,2004,Violet
1G6DM8EV4A0658840,Audi,2009,Teal
1G4HF57968U794327,Tesla,2012,
5UXWX9C52DL090465,Pontiac,1967,Violet
KMHTC6AD5EU000306,Land Rover,2003,Teal
1GYFK16279R314220,Mercury,1969,
3GYT4MEF7CG687509,Chevrolet,2003,Purple
1D7CE3GK6AS454370,,,Purple
WBA6B2C57FG567374,GMC,2013,Turquoise
JTHKD5BHXF2219136,Morgan,2007,
1G6DJ5E30D0459648,Buick,1985,Pink
2G4GK5EXXE9229998,Honda,2000,
WBABS33412J133461,Audi,1987,Indigo
JN8AS5MT4BW435303,Toyota,2006,Aquamarine
WUALNAFG3EN373538,Honda,1999,Goldenrod
JN1AZ4EH6FM605077,Toyota,2012,Yellow
JN8AZ1MU5EW554074,Cadillac,2012,
5UXFG8C53EL017004,Subaru,2003,Violet
19XFA1F36AE104368,GMC,1992,Mauv
WAUVT68E32A144068,Ford,2005,Fuscia
2G4WD582691320406,Mazda,2001,
5J6TF2H52FL437314,Mazda,1986,Teal
WBABD33455P770350,Mercedes-Benz,1977,Aquamarine
19XFA1F2XAE280394,Dodge,1992,Violet
KNAFT4A27A5083405,Mitsubishi,2003,
WAUMFBFL8DN760535,Bentley,2005,
SALVP2BG4FH326507,,,Mauv
WAULD54B42N658790,Buick,1993,Maroon
3FA6P0LU0FR986908,Cadillac,2001,Indigo
5UXFB33522L165092,Mitsubishi,1997,Khaki
YV1902FH4B2722427,Ford,1992,Mauv
4USBU33518L289609,Lexus,2005,Maroon
5TDBKRFH3ES400501,Chevrolet,2006,Red
WAUML44E04N269613,MINI,2011,Goldenrod
5TDDCRFH6ES291456,Chevrolet,2000,Indigo
WBAGH03461D555600,Ford,2004,Maroon
WAUDG78E96A026277,Infiniti,1997,Red
3D7LP2ET7BG605483,Audi,1986,Maroon
JH4CU4F60DC668503,Chevrolet,2003,Puce
WAUAC68D81A012458,GMC,2012,Khaki
4T1BK1EB6EU816080,Pontiac,1986,Blue
1G6DA8EY8B0298539,Mercedes-Benz,2004,Maroon
1C6RD6MT7CS412452,Nissan,2002,Khaki
WAUDF78EX6A035038,Mercedes-Benz,1998,Teal
KMHFC4DFXBA471699,,,Orange
WA1VMAFE2FD163201,Volvo,2000,Maroon
JN1BY1AR1EM483828,Toyota,2006,Fuscia
WBABN33432P050604,Toyota,1996,Purple
3VWML7AJ2CM445105,Honda,2012,Blue
WAUNF78P48A361376,Toyota,2005,
JN8AE2KP0F9084213,Infiniti,1996,Purple
JN1AZ4EH6BM883102,GMC,1997,Pink
3MZBM1L76EM720805,Alfa Romeo,1994,Mauv
1GYS4EEJ2DR484423,Mitsubishi,2005,Aquamarine
3N1AB6AP3BL196277,Ford,1995,Turquoise
3VWML7AJ2CM030074,Buick,2011,Khaki
WBAUL7C51BV672466,Chrysler,2007,
WAUPL58E25A305016,Chevrolet,2004,Aquamarine
WAUKFBFL6CN550649,Hyundai,2001,Maroon
JN8AE2KP8D9556042,Toyota,2008,Aquamarine
19UUA8F29CA356520,Chrysler,1997,Teal
JM1NC2PF1F0798584,Cadillac,2002,Orange
3C6JD7CT0CG047432,Aston Martin,2008,Maroon
2HNYD18935H073344,GMC,2006,Violet
WA1DGAFE3BD282369,Honda,2009,Goldenrod
5J8TB2H23AA659177,BMW,2010,Crimson
WVWBN7AN9FE940077,Lincoln,2003,Mauv
JA32X8HW4EU059904,BMW,2001,
WP1AB2A2XFL730852,Hyundai,2012,Teal
JTHSE5BC8F5666564,Nissan,2008,Turquoise
WBAGL63574D215435,Volkswagen,2011,Mauv
5FRYD4H68FB944404,Chevrolet,1999,Maroon
WAUAH78E58A027252,Acura,2005,Indigo
WBSWD93578P281090,Jeep,2010,Teal
WBAKX6C57CC164375,Chevrolet,2012,Green
JN1CV6AP3AM034072,Bentley,2010,
WAU3FAFR1CA236627,Chevrolet,1994,Maroon
WAUDH74F27N970654,Mercedes-Benz,2007,Goldenrod
2B3CA5CT1AH687257,Mazda,1997,
1G4GB5GG4AF220082,Ford,2009,Aquamarine
JTDKDTB3XE1445756,Subaru,2004,Orange
5UXFG83508L133460,Pontiac,1965,Purple
1N6AF0KX5EN118663,Mazda,1991,Aquamarine
WAUWFAFLXCA107018,Porsche,1988,Mauv
1GYEE637290596450,Kia,2011,
WAUGFAFC7FN300809,Mazda,2002,Mauv
1G6AS5S34E0777715,Honda,2011,Mauv
2B3CK9CV9AH158449,,,Red
WAUEH98E27A230613,Chevrolet,1996,
WA1AV74LX9D986544,Lotus,2006,Red
5N1AR2MM0FC948291,Chevrolet,2011,Indigo
WAULT68E03A521254,Acura,2007,Aquamarine
WBXPC93457W459611,Saab,1994,
WA1WMAFE3CD529912,Mitsubishi,2002,
5UXFG8C5XAL549635,GMC,1998,Green
JM1DE1KY2D0391671,Mazda,1998,Red
2G4WC532951323840,Chevrolet,1973,Puce
1D7RE3GKXAS604359,Land Rover,1997,Pink
2HNYD28288H371241,Mercedes-Benz,2012,Aquamarine
SCFFDABE3CG057576,Mercury,1985,Aquamarine
JTHBK1EG4B2164677,Ford,1983,Crimson
WBAYA8C54ED151099,Cadillac,2001,
JN1AZ4EH5FM740289,,,
1FTSX2A51AE683936,Nissan,2005,Crimson
WP1AA2AP4AL834437,Volkswagen,2002,Blue
WAUGGAFC4DN998449,Volkswagen,2002,Goldenrod
1G4CU541214183473,Maybach,2009,Mauv
JN1CV6AP8CM482505,Acura,2001,Violet
1FTSW3B52AE548407,,,Fuscia
2T1BU4EE0DC676842,Suzuki,1997,Mauv
1G6DK8ED1B0784460,Chrysler,2007,Purple
3D73Y3HLXBG195972,BMW,2007,
5J6TF2H58DL107870,Volkswagen,1988,Fuscia
KNADM5A39F6229470,Chevrolet,2000,Red
2FMPK4J90FB341640,Dodge,2002,Turquoise
TRUWT28N131657987,Subaru,1990,Crimson
2LMDJ6JK2BB722430,Volvo,2013,Red
3D7JB1EP9BG793992,Volkswagen,1990,
1FTEX1CWXAF373260,Chevrolet,2002,Purple
19VDE3F37EE865528,,,Blue
1GYEK63NX6R500756,Mazda,2002,Orange
WBAEN33413P136007,Subaru,2010,Indigo
JH4CU4F46BC959955,Volvo,1997,Teal
2C3CA7CW2AH042254,Chevrolet,1960,Puce
2G61R5S31D9091583,Volkswagen,2000,Yellow
WAUDFAFC1DN613077,Chevrolet,2010,Puce
JN8AE2KPXB9484810,Volkswagen,2001,Fuscia
1G6DV8EP2C0461179,GMC,1998,Puce
3GYFNAEY1AS926797,Mercedes-Benz,2003,Orange
1G6DT57V690974959,Ford,1996,
1G6AB5R30D0262960,,,Red
WAULV44E77N181992,Mitsubishi,1986,Teal
55SWF4JB4FU790301,Mazda,1998,Blue
5J8TB3H36GL821847,Subaru,1992,Pink
5XYKT3A69EG742077,Lincoln,2002,Aquamarine
5N1AZ2MG6FN185806,Volkswagen,2000,Yellow
WBA3C1C54DF709094,Dodge,1995,Teal
WDDGF4HB3CF875509,Pontiac,2000,Green
1GD322CG4EF177288,Mitsubishi,1987,Green
2C3CCAJT4CH327699,Chevrolet,2009,Crimson
1FTSF3B50AE861441,Toyota,2000,Violet
2G4WS52J251684872,Buick,1999,Blue
2B3CA3CV9AH026792,MINI,2012,Mauv
19UUA65584A888889,Kia,2009,
WAUSF78E66A733248,Eagle,1997,Violet
1FTWX3B58AE163755,GMC,2009,Aquamarine
SCFAB22351K059683,Mazda,2003,Khaki
SCFAD01A18G127375,Lexus,2012,Aquamarine
WAU4FBFL2BA201468,Merkur,1985,Indigo
5UXWX7C58EL701234,,,Fuscia
1G6DP1E33D0136668,Chevrolet,2005,
1GKS1EEFXBR353803,Mitsubishi,2006,Indigo
5NMSG3AB5AH569840,Lamborghini,1999,Khaki
WAUHF78P07A186510,Eagle,1994,Mauv
WBALW3C59CC002012,Mitsubishi,2012,Teal
5N1BA0NC9FN763912,Suzuki,2001,Mauv
TRUTC28N821353086,Chevrolet,1995,
YV1612FS4E1246296,Toyota,2000,Red
KNAFT4A2XD5192266,Volkswagen,1995,Mauv
1G6DL1E38D0874171,Mitsubishi,1992,Green
1C3BCBFG7EN219410,Pontiac,1987,Mauv
1GT020CG5EF928555,Hillman,1950,Mauv
3C3CFFER3FT521719,,,Aquamarine
WAUWGAFB2BN374276,Chevrolet,1994,Mauv
WBA3B9C50EJ365358,GMC,2008,Teal
1FTEW1E83AK831455,Saab,2012,Purple
2G61M5S3XE9223305,Buick,1987,Puce
2C3CCAFJ3CH789260,Lexus,1993,
JN1AZ4EH7BM871783,Suzuki,1992,Purple
1D7RV1CP8AS031497,BMW,2000,Blue
1G6KE57Y83U758638,Chevrolet,2000,Purple
WBAVB33566P506857,Volvo,1998,Green
1G6DP5EVXA0369614,Subaru,1986,Maroon
WDDGF4HB7DA413761,Saturn,2004,Purple
W04GU5GC9B1997314,Plymouth,2000,Mauv
4USCN534X2L719407,Mazda,2005,Aquamarine
JN1BY1AR0FM651265,Toyota,1997,Mauv
1GYEE23A890144961,Mitsubishi,2008,
2G4GR5EC3B9075364,Chevrolet,2010,Maroon
WAURD68D02A675699,,,Green
WAULFAFH3DN628770,Nissan,2005,Crimson
5TDBK3EH6DS195074,Honda,2010,
JH4DC54825S278091,,,Fuscia
KNAFT4A2XC5587711,Ford,2000,Purple
1G6DK5E36C0561452,Ford,2010,Violet
2HNYD18693H221001,BMW,1998,Crimson
SCBBR9ZA9AC841753,Mercedes-Benz,1998,Khaki
TRUUT28N551020319,,,Yellow
JHMZF1C62ES176361,Mercedes-Benz,2010,Yellow
JTHBE1D2XE5468709,Jeep,2005,
WAUKH94F48N748833,Land Rover,2010,
SCBBP9ZA1CC818704,Isuzu,1992,Puce
WA1YD54B23N178719,Ferrari,2010,Crimson
KM8JT3AF9FU906015,Acura,1997,
1G4PP5SK0C4146364,,,Violet
JTHBL1EF6A5590985,GMC,2012,
YV1982BW9A1292248,,,Mauv
WAUAFAFH0AN304310,Dodge,1978,Yellow
WP0AA2A95DS355816,Dodge,2008,Aquamarine
WAUDT48H16K205959,Land Rover,2011,Puce
1C4RDHAGXEC358847,Lincoln,1998,Purple
5UXFA93596L875635,Jeep,2007,Crimson
1FTEW1E8XAK625873,Ford,2001,Fuscia
WBAKE3C56BE537543,Chevrolet,2010,
WUARL48H87K558325,Ford,2009,Mauv
WAUML44E44N367074,Volkswagen,1989,Purple
WBA3R1C50FK923587,Rolls-Royce,2010,Pink
WVWAB7AJ5DW429944,Isuzu,2005,Goldenrod
WAUFL54DX1N714201,GMC,2007,
JN1AV7AP3FM784821,Mitsubishi,1995,Crimson
WBSBR934X2E498207,Chevrolet,2010,
WAUWFBFL2AA819610,GMC,2005,Orange
1G4HA5EMXAU188346,Audi,2010,Yellow
1G6DK1E37D0443050,Volvo,2010,
WA1DGAFE9BD114381,Infiniti,1992,Orange
1G6AF5S34D0602318,Mitsubishi,1988,Violet
3VW467AT6CM096300,Mitsubishi,1992,Maroon
3C3CFFHH0DT843055,Jeep,2003,Puce
WBALL5C5XCE281141,Chevrolet,2012,Pink
3FADP0L3XAR019987,Chevrolet,2012,Purple
1B3BD1FBXBN398935,Chevrolet,2000,Mauv
3VWJX7AJ5AM568532,Nissan,2006,Goldenrod
1G6DK5EY8B0774963,,,
3VW4T7AT8EM677714,Ford,2010,
5J6YH1H39BL956685,GMC,2005,
KNAFT4A28D5164109,Honda,2001,Aquamarine
WAUJC58E15A711343,Volkswagen,2002,Pink
2FMDK3AC9AB883028,Hyundai,2003,Teal
JH4CL96846C352302,Ford,1995,Purple
SCBFT7ZA4EC258925,Land Rover,2003,Purple
WBA3X9C55FD378561,Dodge,2012,Orange
1G6DK5E32D0833268,Mercedes-Benz,2012,Mauv
3D73Y4CL9BG698289,Chevrolet,1993,Teal
19UUA9F26BA028153,Ferrari,2008,Maroon
1FTEW1CMXEK437733,Isuzu,2008,Violet
1N6AA0CAXCN646589,GMC,2005,Red
JTHFE2C26B2108276,Lexus,2003,Aquamarine
WAULC68E05A871664,Mitsubishi,2007,Maroon
VNKKTUD34FA639651,Audi,2006,Violet
1FTSS3EL9AD599060,Ford,2006,Mauv
WAUSF78E08A574021,Mitsubishi,1986,Yellow
YV4902DZ1C2300180,GMC,2010,
1J4NF1GB0AD288270,Toyota,2008,
2G4GN5EK1C9059264,Buick,2003,Puce
3VW4S7AT4EM846758,Dodge,2008,Teal
WAUFGAFB0AN403658,BMW,2000,Violet
1GYFK63858R232796,Chevrolet,1996,Purple
NM0KS6BN0AT016405,Subaru,2007,Fuscia
WBASP4C52AC119975,Ford,2008,Turquoise
WDDNG9FB8CA033301,Cadillac,2007,Yellow
WAUDL74F75N320097,Mercedes-Benz,1988,Turquoise
2G4WD582571355080,Ford,1984,Fuscia
WA1WKAFP2CA734274,Lotus,2003,Maroon
WAUWKAFR5AA256613,Ford,2006,Mauv
JN1AZ4EH6FM544670,Mazda,2009,Teal
WAUFFAFL7FN882972,Suzuki,2005,Crimson
5NPDH4AE9BH442499,Toyota,1995,Orange
1GD02ZCG2EF622638,Chrysler,1992,Maroon
JTHFE2C20E2502165,Smart,2008,Fuscia
3C4PDDAG7ET623115,GMC,1992,Puce
WAUMGAFLXBA790325,Ford,2004,Aquamarine
W04GW5EV3B1198112,Mitsubishi,1984,Puce
WUADU78E18N666302,Saturn,2005,
3N1CN7AP0DL382156,Dodge,2009,Teal
WVWED7AJ7AW505591,Chevrolet,1996,Mauv
1G6DF5EY2B0193558,Nissan,2010,Fuscia
WBY2Z2C55FV240088,Morgan,2008,Teal
WBAWC33589P406913,GMC,1996,Blue
1FT7W2A68EE782731,Lincoln,2005,Purple
5YMGZ0C56AL833692,,,Pink
3D73M4EL3BG734762,Volvo,2008,
1D7RB1CP3AS037930,Lotus,1996,Orange
1G6DL5ED6B0466958,BMW,2010,Aquamarine
WAUAH94FX7N820189,Oldsmobile,2003,Teal
WBA3V5C54EP789350,,,Goldenrod
WAUFGAFC2EN628274,Toyota,1992,Green
YV4612HM6F1222715,GMC,2006,Violet
1N6AD0CW8FN332995,Lincoln,2000,Puce
WA1VMBFE3BD576101,Buick,1990,
WAUDF98EX7A914004,Mazda,2008,
WDDHF8JB3DA783305,Chevrolet,1973,Turquoise
1FTFW1E82AF991890,Infiniti,2011,Mauv
1G6DJ5EDXB0887037,Lexus,2009,
KNDPB3A29C7966482,Ford,1967,Yellow
KNAFZ6A33F5336312,Honda,1994,Violet
JM1BL1L31D1089329,Mercedes-Benz,2002,Green
WBALW7C54CC519712,Saturn,2007,Teal
1G6AJ5S33E0224945,Kia,2012,Fuscia
3GTXKYEJ3AG878947,Ford,1986,Orange
3D7TP2CTXAG058730,GMC,2001,Blue
WBSBR93496P623174,Volvo,2004,Purple
WAUBF98E38A623210,Jaguar,2006,Pink
1G4GE5G31FF278954,Mazda,1993,Puce
WBXPA73424W044879,Geo,1992,Puce
1HGCR2E70EA209570,Chevrolet,1992,Green
19XFA1F25AE811226,Oldsmobile,1997,
2C3CA5CV4AH237459,Ford,2009,Blue
WBA3C3C54FP419429,Toyota,2012,Purple
WAUBF98E47A778475,Dodge,2004,Crimson
WBA3T3C52FP238524,Hyundai,2012,
JN8AZ1MUXEW861241,GMC,2007,Red
1GYS3BEF2ER315873,Acura,2003,Turquoise
2G4WS52J911078401,Ford,1997,Pink
4T1BF3EK1AU146612,Mazda,2002,Pink
WAUMFAFL6CA251687,Dodge,1969,Khaki
1G6DL1E39D0823388,Jaguar,2004,
WAULT58E85A628226,GMC,1994,Fuscia
WAUDF48H79K162241,Acura,2002,Khaki
WVGFF9BP8BD902622,Chrysler,2009,Red
WAUAH74F27N975971,Mazda,1994,Turquoise
WAULD64B13N033416,Chevrolet,1999,Pink
WAUAF98E15A503851,,,Red
3N1CN7AP7EL928503,Chrysler,1999,Indigo
JHMZF1C69CS519213,,,Khaki
2C3CCARG2EH022082,Acura,2004,Maroon
JTHFE2C20E2580140,Buick,2003,Purple
1G6AH5RX0F0310123,Porsche,1994,Aquamarine
WBA3B5C54DP385875,Honda,1989,
3VW8S7AT7FM092130,Mitsubishi,1989,Orange
WAUVC68E54A475477,Dodge,1997,Green
1FTEW1CW3AF286612,Subaru,2005,Teal
WAUFFAFC3EN335518,Mitsubishi,2007,Puce
1G4GE5GD8BF355208,Volvo,2012,Indigo
5FRYD3H87FB595148,Mercedes-Benz,2008,Red
WBA3D3C56EK675175,Audi,2006,Red
SCBFU7ZAXEC168059,Mercedes-Benz,1984,Maroon
WBAYP1C56DD647526,Mercedes-Benz,2011,Pink
3D73Y3CL5BG674176,Ferrari,2008,Khaki
1G6AM1R39F0196639,Toyota,1999,Purple
WDDHF5GB1AA075412,Mazda,1991,Goldenrod
2T1KE4EE3AC648462,Mitsubishi,2008,
WBA8Z5C51FD027154,Hyundai,1998,Blue
2G4GN5EX6E9004288,Chrysler,1993,Violet
WBA6B2C58FD056631,Ford,1995,Aquamarine
5GADT13SX72202436,MINI,2004,Aquamarine
3GYFNJE30DS997756,Mazda,2012,Crimson
WAULD54B43N703048,Toyota,2002,Fuscia
3C4PDDBG4FT188375,Toyota,2009,Pink
WDDHF5KB6EA743444,GMC,2004,
WAUVF98K59A375577,Pontiac,1990,Purple
WBAFR9C56DC830401,Hyundai,2010,Red
KNAFU6A29D5605772,Infiniti,2011,Purple
SALAB2D43BA119528,Lexus,1991,
5UXWX7C58BL783641,Pontiac,1967,Pink
1FTNF2B58AE636286,Ford,2009,
WBAYF4C54FG238916,Volvo,2005,Purple
WAUEFAFL4FN166090,Saturn,2008,Khaki
SALGS2TF7FA560663,Kia,1997,Yellow
WBAUP73569V808265,Ford,1989,Maroon
SCFBF03B38G924313,BMW,2009,
1G6DL5E37C0784211,Infiniti,2012,
1D7RE3BK1BS406438,Buick,1993,Violet
WBABD53444P938957,Ford,2001,Purple
WAU2GBFC0CN220308,Volvo,2007,Red
WDDGF4HB5CF884907,Dodge,2008,Yellow
WBADN53401G425562,Chevrolet,2003,Indigo
NM0KS7AN7AT818960,Mercury,2003,Red
1GYS3NKJ5FR847307,Plymouth,1994,Fuscia
19UYA42461A919781,,,
1G6AW5SX6F0130628,Hyundai,2007,Crimson
1FTMF1EW9AK906881,Pontiac,2002,Purple
WBAUT9C56AA444111,Lotus,2011,
1G6DH8EY6B0948724,Ford,1989,Aquamarine
1GTN1UEH3EZ043646,Volkswagen,1992,Pink
WBAAZ33483P793051,Toyota,2000,
3D73Y3CL8BG062862,Kia,2003,Blue
WA1LFBFP9BA761273,Chevrolet,2011,
VNKKTUD33FA236728,Chevrolet,1995,
WBAGK934X1D345409,Pontiac,1964,Khaki
1NXBE4EEXAZ634606,,,Orange
1G6DK5EG2A0660060,Chevrolet,2005,Violet
SCBLF34F45C732216,Audi,2006,Indigo
JN1CV6EK4BM927674,Audi,2011,Indigo
3D73M4CLXBG733126,Nissan,2003,
1FBNE3BL1ED208535,Mazda,2008,
WA1VFBFL7EA539051,Ford,1993,Fuscia
JN8AF5MR4ET752545,Kia,2009,Purple
JN1CV6FE1EM303084,Mitsubishi,1986,Purple
WBA3N3C59EK230054,,,
3VWJP7AT4CM289500,Land Rover,2007,Green
1FTEX1CM9CF148457,Mazda,1992,Mauv
1GYS3BEF7ER208575,Mercury,1986,Pink
2G4GN5EK3C9450352,,,
WBAUT9C51BA422986,Chevrolet,1965,Purple
1ZVBP8AM2D5115855,Bentley,2008,Khaki
KNADH4A37B6913720,,,Fuscia
1GYFC43509R624108,Ford,1996,Maroon
SALFR2BG6FH533012,Toyota,2008,Blue
1G4HP54K84U907385,Toyota,2008,Red
JN1CV6AP3CM021194,GMC,2005,Violet
19UUA8F2XCA061488,Dodge,2009,Purple
SCBFT7ZA1FC323098,Land Rover,1993,Teal
1G6DM8E39D0442551,Ford,2001,Teal
1C3ADEBZ3DV428854,Cadillac,2004,Mauv
2G4WS52J851228911,Oldsmobile,1997,Green
4T1BK1EB9FU366717,Mercury,2009,Maroon
WBANB33554B721768,Saab,2008,Fuscia
1D4RE4GGXBC671599,BMW,2000,Teal
2C4JDGAG2CR569178,Lincoln,1988,Teal
3D73Y3CLXBG107364,Volkswagen,2002,Violet
WUAUUAFG2EN310017,,,Maroon
WAUCFAFR8DA626139,Pontiac,1990,Mauv
WAUXU64B33N061865,Saab,2001,Khaki
1G6AK5S3XF0136019,Porsche,2006,Indigo
WAUEH94F57N290120,Ford,2001,
5UXFG8C59BL395713,Ford,2009,
WAULFAFH7AN745599,Honda,2010,Green
1N4AL2AP2CC492543,Volkswagen,1990,Violet
1FTEX1CM9DF359918,,,Red
SCFFDCBD3CG187084,Bentley,2010,Green
WUAW2AFCXFN632983,,,Indigo
1G4PP5SK0C4553763,Geo,1994,Violet
1D7CE5GK5AS081446,Dodge,1992,Indigo
1G6D05EG6A0537481,Ford,2001,
WAUKH98E88A519645,Chevrolet,1994,Violet
5UXFH0C55BL061158,Lamborghini,1987,
WUARU98EX7N010177,Suzuki,1985,Maroon
JN8AF5MRXCT470438,,,Violet
W04GV5EV8B1137258,Dodge,1995,
WBA3B1C57FK539861,Hyundai,2011,Fuscia
5N1AN0NW2EN071872,Suzuki,1999,
2G61W5S88E9792045,Nissan,2011,Aquamarine
5N1AA0NC7DN571879,Ford,1984,Teal
SAJWA4FB8EL712979,Oldsmobile,1997,Indigo
5LMJJ3H55BE825940,Dodge,1999,Pink
WDDGF4HB1EA470636,Mitsubishi,1985,Fuscia
KMHHT6KD3CU600307,Toyota,2005,Fuscia
WAUFGAFB9BN123951,Hyundai,2010,Red
WBABW534X6P935297,Cadillac,2006,Turquoise
19UYA42511A622913,Nissan,2007,Violet
JTDKN3DP5D3089393,Toyota,1995,Red
WA1WYAFE3AD581154,GMC,2006,Khaki
WAUVT58E75A195006,Volkswagen,1990,Green
1G4PR5SKXC4153686,Hyundai,2004,Goldenrod
WBAPM73559A197738,Mazda,2001,Teal
1GYUKBEF9AR814966,Lexus,2008,Violet
WAUPL58E85A911260,Plymouth,1999,Red
2C3CCAGG4FH637687,Honda,1998,Violet
19XFA1E35BE474763,Honda,1999,Red
